combined_recipe,combined_ingredients
"Honey Bbq Chicken Wings With Air Fryer Steps: 1) Dry chicken wings 2) Dry cleaned chicken wings with kitchen towels. 3) Pierce chicken wings with holes using a fork. 4) Marinate overnight 5) Add ground pepper, five spice powder, salt and sugar to chicken wings, coat each well with marinade. Keep refrigerated to marinate for at least 5 hours or overnight. (Reminder: Marinate the wings longer for better taste.) 6) Set aside at room temperature 7) Set aside the marinated chicken wings at room temperature for 30 minutes before baking. 8) Combine honey and butter, mix well. 9) bake at 180°C for 8 minutes 10) Line air fryer basket with non-stick baking paper. Arrange chicken wings in air fryer basket, put into air fryer, bake at 180°C for 8 minutes. 11) Coat with honey-butter, bake again 12) Coat chicken wings with honey-butter, then turn the wings over, coat the other side. Bake again at 180°C for 8 minutes. 13) Turn, bake at 180°C for 2 minutes 14) Turn the wings again, bake at 180°C for another 2 minutes. Ingredients: 8 pcs chicken wings (cleaned), ½ tsp ground pepper, 1½ tsps five spice powder, ¾ tsp fine salt, 2 tbsps fine sugar, 30 g honey, 20 g butter","8 pcs chicken wings (cleaned), ½ tsp ground pepper, 1½ tsps five spice powder, ¾ tsp fine salt, 2 tbsps fine sugar, 30 g honey, 20 g butter, southern_us"
"Singapore Curry. Steps: 1) Cut chicken into cubes. 2) melt margarine and add flour, stirring until smooth. Cook 5 minutes. 3) In the meantime, bring water to a boil in a seperate pot. once the water is boiling, add rice, oil, and salt. Cook until the liquid is absorbed. 4) Back to the curry! Add stock gradually to flour mixture, stirring w/ a wire wisk. Cook until the sauce thickens. 5) Add seasonings and chicken. 6) Cook a few minutes longer and you're all done! 7) To make it a full meal you can add an assortment of different vegetables. I think I am going to do snow peas, onion slices and broccoli but you can add whatever you like! Ingredients: 15 lbs chicken, cooked, 1 lb margarine (to lighten it up) or 1 container margarine (to lighten it up), 1 1/4 lbs flour, 5 quarts chicken stock, 1 teaspoon salt, 1/2 teaspoon white pepper, 2 ounces curry powder, 5 lbs rice, 3 ounces salt, 6 1/4 quarts boiling water, 3 tablespoons vegetable oil or 3 tablespoons preferred fat","15 lbs chicken, cooked, 1 lb margarine (to lighten it up) or 1 container margarine (to lighten it up), 1 1/4 lbs flour, 5 quarts chicken stock, 1 teaspoon salt, 1/2 teaspoon white pepper, 2 ounces curry powder, 5 lbs rice, 3 ounces salt, 6 1/4 quarts boiling water, 3 tablespoons vegetable oil or 3 tablespoons preferred fat, indian"
"Bang Kuang Char/Jiu Hu Char (Stir-Fried Jicama) Steps: 1) Add ingredients for marinade to pork belly strips, mix well. 2) Slice jicama and carrot using mandolin slicer, then cut into thin strips. 3) Preheat cooking wok, add in cooking oil, add in chopped garlic and cook until fragrant. 4) Add in pork and cuttlefish strips, sliced mushroom and ground pepper, cook until fragrant. 5) Add in jicama and carrot, stir-fry until fragrant. 6) Add in mushroom soaking water, bring to the boil. 7) Turn to medium-low heat, cover and cook for 15 minutes (stir once after 10 minutes). 8) Season with salt, then mix in green onion. Ingredients: 100 g skinless pork belly (cut into thin strips), 400 g jicama, 80 g carrot, 3 tbsps cooking oil, 30 g garlic (chopped), 25 g dried cuttlefish (soaked, cut into thin strips), 30 g mushrooms (soaked, thinly sliced), ⅓ tsp ground pepper, 350 ml mushroom soaking water, ¾ tsp fine salt, 20 g green onion (cut into 2-inch pieces), ⅛ tsp fine salt, ⅛ tsp ground pepper, ¼ tsp fine sugar, ¼ tsp cornstarch, ¼ tsp sesame oil","100 g skinless pork belly (cut into thin strips), 400 g jicama, 80 g carrot, 3 tbsps cooking oil, 30 g garlic (chopped), 25 g dried cuttlefish (soaked, cut into thin strips), 30 g mushrooms (soaked, thinly sliced), ⅓ tsp ground pepper, 350 ml mushroom soaking water, ¾ tsp fine salt, 20 g green onion (cut into 2-inch pieces), ⅛ tsp fine salt, ⅛ tsp ground pepper, ¼ tsp fine sugar, ¼ tsp cornstarch, ¼ tsp sesame oil, filipino"
"Chinese Salt Baked Chicken Recipe Steps: 1) clean & dry chicken 2) Wash and clean whole chicken legs (quarters), pull out any pin feathers that still cling to the skin, pat dry with a paper towel. 3) Season with salt 4) Season with about ¾ tsp of salt and place few slices of Angelica Sinensis (herbs) on each chicken leg. 5) Wrap chicken, marinate 6) Wrap the chicken with 3 layers of parchment paper(15 x 20 inch). Marinate for at least 1½ hours, keep refrigerated. 7) Heat coarse salt 8) Heat about 2 kg of coarse salt in a wok for about 6-8 minutes and stir occasionally. 9) cook chicken in hot salt 10) Place in the wrapped chicken, cover them with salt and bake on medium heat for 1 hour, turn over and bake for another 30 minutes or until fully cooked. Tips: Place more salt on the bottom to prevent charring the parchment paper. Do not use non-stick cookware. 11) Serve 12) Remove parchment paper and serve salt baked chicken warm. Can be kept frozen for 1-3 months or refrigerated for 3-5 days, reheat with microwave or steam them before serving. Ingredients: 2 whole chicken legs (free-range chicken quarters, about 600g), ¾ tsp salt, 6 g slices of Angelica Sinensis","2 whole chicken legs (free-range chicken quarters, about 600g), ¾ tsp salt, 6 g slices of Angelica Sinensis, southern_us"
"Singapore Fried Rice Noodles Steps: 1) Soak the rice vermicelli in hot water for 15-20 minutes. 2) Drain and rinse in cold water. 3) Heatabout 1 tbsp oil and scramble the beaten eggs, remove and reserve. 4) Heat the remaining oil, fry the onions until opague. 5) Add the bean sprouts and rice vermicelli with the curry powder and the sugar. 6) blend well. 7) Add the soy sauce, meat, prawns, peas and scrambled eggs. 8) continue stirring for 2-3 minutes. 9) add the spring onion and chilles,. 10) mix gently and serve. Ingredients: 375 g rice vermicelli, soaked, 4 -5 teaspoons oil, 3 eggs, beaten, 1 small onion, sliced, 4 ounces bean sprouts, 1 tablespoon curry powder or 1 tablespoon curry paste, 1 teaspoon sugar, 2 tablespoons light soy sauce, 4 ounces shredded cooked chicken or 4 ounces shredded cooked pork, 2 ounces peas, 115 g large shelled prawns, 1 spring onion, thinly shredded, 2 fresh red chilies, seeded and shredded","375 g rice vermicelli, soaked, 4 -5 teaspoons oil, 3 eggs, beaten, 1 small onion, sliced, 4 ounces bean sprouts, 1 tablespoon curry powder or 1 tablespoon curry paste, 1 teaspoon sugar, 2 tablespoons light soy sauce, 4 ounces shredded cooked chicken or 4 ounces shredded cooked pork, 2 ounces peas, 115 g large shelled prawns, 1 spring onion, thinly shredded, 2 fresh red chilies, seeded and shredded, indian"
"Singapore Chicken Wings Steps: 1) in a large bowl, combine soy sauce, sugar, honey, garlic powder and dry mustard. add wings and toss to coat in marinade. cover, refrigerate for at least 1 hour. 2) preheat oven to 400*. 3) remove wings from marinade and divide on 2 greased bakings sheets and bake 30 minutes. 4) meanwhile, boil marinade in a saucepan over med-high heat until syrupy. remove wings from oven; reduce oven to 350. baste wings all over with reduced marinade. return wings to oven bake until glazed and a little crispy, about 30 minutes more. serve. Ingredients: 2/3 cup soy sauce or 2/3 cup tamari, 1/4 cup light brown sugar, 1 tablespoon honey, 1 teaspoon garlic powder, 1 teaspoon dry mustard, 12 chicken wings, divided into wings and drumetts","2/3 cup soy sauce or 2/3 cup tamari, 1/4 cup light brown sugar, 1 tablespoon honey, 1 teaspoon garlic powder, 1 teaspoon dry mustard, 12 chicken wings, divided into wings and drumetts, southern_us"
"Singapore Sling Steps: 1) Fill a glass to the rim with ice cubes. 2) Pour cherry brandy, grenadine, plymouth gin, soda water and sour mix into a shaker. 3) Fill the shaker with ice cubes and shake it until the shaker is very cold. 4) Strain into glass. 5) Garnish with a cocktail umbrella , a whole maraschino berry, a slice pineapple, a pineapple leaf, a pineapple spear, and one straw. Ingredients: 1 1/2 ounces cherry brandy, 1/2 ounce grenadine, 1 ounce plymouth gin, 2 1/2 ounces soda water, 1 ounce sour mix, maraschino berries, pineapple","1 1/2 ounces cherry brandy, 1/2 ounce grenadine, 1 ounce plymouth gin, 2 1/2 ounces soda water, 1 ounce sour mix, maraschino berries, pineapple, italian"
"Alli'S Singapore Sling Steps: 1) Combine first 3 ingredients in a cocktail shaker with ice. 2) Pour into a collins glass, and fill with soda water. 3) Float the cherry brandy on top of the drink by pouring it gently over the back of a bar spoon. 4) Garnish with fruit. Ingredients: 1 1/2 ounces gin, 2 1/2 ounces sweetened lemon juice, 1/2 ounce grenadine, soda water, 1 ounce cherry brandy, 1 orange slice, 1 maraschino cherry","1 1/2 ounces gin, 2 1/2 ounces sweetened lemon juice, 1/2 ounce grenadine, soda water, 1 ounce cherry brandy, 1 orange slice, 1 maraschino cherry, british"
"Singapore Noodles Steps: 1) Place noodles in large heatproof bowl, cover with boiling water, separate with fork, drain. 2) Heath oil in the wok, add brown onion, bacon and ginger, stir-fry for about 2 minutes or until onion softens and bacon is crisp. Add curry powder, stir-fry until fragrant. 3) Add noodles and remaining ingredients; stir-fry until hot. Ingredients: 450 g fresh singapore noodles, 1 teaspoon peanut oil, 1 small brown onion, sliced finely, 2 slices bacon, rind removed and chopped finely, 3 cm piece fresh ginger, grated, 1 tablespoon mild curry powder, 3 cups shredded barbecued chicken, 6 green onions, sliced thinly, 1 1/2 tablespoons light soy sauce, 1/3 cup sweet sherry","450 g fresh singapore noodles, 1 teaspoon peanut oil, 1 small brown onion, sliced finely, 2 slices bacon, rind removed and chopped finely, 3 cm piece fresh ginger, grated, 1 tablespoon mild curry powder, 3 cups shredded barbecued chicken, 6 green onions, sliced thinly, 1 1/2 tablespoons light soy sauce, 1/3 cup sweet sherry, southern_us"
"Copycat P.F. Chang'S Singapore Street Noodles Steps: 1) Boil rice stick noodles for 2 minutes or until just soft. 2) Rinse under hot water and drain. 3) Toss noodles with 2 tbsp oil and keep warm. 4) To prepare sauce, mix vinegar with curry powder and turmeric until blended. 5) Add soy sauce, oyster sauce, Sriracha, and ketchup, mixing well. 6) Set sauce aside until needed. 7) Stir-fry shrimp and chicken with remaining 2 tbsp of oil until until cooked through. 8) Add garlic, cabbage, tomatoes and carrots and cook for one minute more. 9) Stir in sauce mixture until everything is evenly coated. 10) Cook for 1-2 minutes more or until dish is heated through. 11) Toss noodles with chopped scallions, cilantro and sesame oil. 12) Garnish with fried shallots, if desired. Ingredients: 16 ounces rice noodles, uncooked, 4 tablespoons oil, 8 ounces shrimp, peeled and deveined, 8 ounces boneless skinless chicken breasts, sliced, 1 tablespoon minced garlic, 1 cup cabbage, sliced thin, 1/2 cup carrot, julienned, 2 medium tomatoes, cut into chunks, 1 bunch scallion, cut into 2 inch lengths (green parts only), 1/4 bunch cilantro, chopped, 1 teaspoon dark sesame oil, 1/3 cup fried shallot (commercially prepared) (optional), 1 lime, cut into fourths, 1 tablespoon vinegar, 2 tablespoons Madras curry powder, 1 pinch turmeric, 2 tablespoons light soy sauce, 1/2 cup vegetarian oyster sauce, 2 tablespoons sriracha sauce, 2 tablespoons ketchup","16 ounces rice noodles, uncooked, 4 tablespoons oil, 8 ounces shrimp, peeled and deveined, 8 ounces boneless skinless chicken breasts, sliced, 1 tablespoon minced garlic, 1 cup cabbage, sliced thin, 1/2 cup carrot, julienned, 2 medium tomatoes, cut into chunks, 1 bunch scallion, cut into 2 inch lengths (green parts only), 1/4 bunch cilantro, chopped, 1 teaspoon dark sesame oil, 1/3 cup fried shallot (commercially prepared) (optional), 1 lime, cut into fourths, 1 tablespoon vinegar, 2 tablespoons Madras curry powder, 1 pinch turmeric, 2 tablespoons light soy sauce, 1/2 cup vegetarian oyster sauce, 2 tablespoons sriracha sauce, 2 tablespoons ketchup, chinese"
"Singapore Hot Spicy Sesame Noodles Steps: 1) Cook pasta to al dente, then cold shock it by running it under cold water in colander. 2) Drain the pasta very well. Set aside. 3) Prepare the ""Singapore Sauce"" by combining all the ingredients in a small bowl. 4) In the bottom of a large bowl, whisk together soy, peanut butter, vinegar, oil, sesame oil and 2 Tablespoons of Singapore Sauce. 5) Add noodles and vegetables and toss to combine the noodles and coat them evenly with sauce. 6) Sprinkle scallions and sesame seeds throughout the salad. 7) *Shredded cabbage, mixed cabbage & carrot mix found in your produce dept.* **The fresh bean sprouts are also found in produce dept.** ***To toast the sesame seeds place them in a non-stick pan on medium-low heat & watch them closely - about 3 minutes***. 8) Serve and enjoy! Ingredients: 2 tablespoons ketchup, 2 1/2 teaspoons brown sugar, 1 1/2 teaspoons chopped cilantro, 1 teaspoon cornstarch, 3/4 teaspoon garlic powder with parsley, 1/4 teaspoon red pepper flakes, crushed, 1/2 lb spaghetti or 1/2 lb linguine, 1/4 cup tamari soy sauce, 1/4 cup chunky peanut butter, softened in microwave for 15 seconds on high, 2 tablespoons rice wine vinegar or 2 tablespoons cider vinegar, 1 tablespoon dark sesame oil, 2 cups shredded cabbage and carrot coleslaw mix (*), 1 cup bean sprouts (**), 4 scallions, chopped on an angle, 2 tablespoons toasted sesame seeds (***)","2 tablespoons ketchup, 2 1/2 teaspoons brown sugar, 1 1/2 teaspoons chopped cilantro, 1 teaspoon cornstarch, 3/4 teaspoon garlic powder with parsley, 1/4 teaspoon red pepper flakes, crushed, 1/2 lb spaghetti or 1/2 lb linguine, 1/4 cup tamari soy sauce, 1/4 cup chunky peanut butter, softened in microwave for 15 seconds on high, 2 tablespoons rice wine vinegar or 2 tablespoons cider vinegar, 1 tablespoon dark sesame oil, 2 cups shredded cabbage and carrot coleslaw mix (*), 1 cup bean sprouts (**), 4 scallions, chopped on an angle, 2 tablespoons toasted sesame seeds (***), thai"
"Nyonya Chicken Pongteh (Bean Paste Potatoes Nyonya Chicken Stew) Steps: 1) Preheat 400 ml of cooking oil, fry potatoes until half-cooked, drain off the oil. 2) Preheat 150 ml of cooking oil, turn to medium heat, add in garlic, shallot and onion, cook until fragrant. 3) Add in minced bean paste, continue cooking until fragrant. 4) Add in chicken pieces, cook until the outer parts are cooked. 5) Add in mushroom, continue cooking for 1 minute. 6) Add in potatoes and mix well. 7) Add oyster sauce, dark soy sauce and coconut palm sugar to mushroom soaking water, mix well then add in, bring to the boil. 8) Reduce to low heat, cover and cook for 30 minutes, until ingredients are tender, stirring 1-2 times in between cooking. 9) Off the heat, discard the excess oil using a strainer. 10) The Nyonya Chicken Pongteh is ready to be served! 11) It is best served with rice. Ingredients: 350 g potatoes (cut into chunk), 150 ml cooking oil, 50 g garlic (finely chopped), 150 g shallot (finely chopped), 60 g onion (finely chopped), 40 g bean paste/taucu (minced), 600 g chicken (cut into pieces), 50 g mushroom (soaked, squeezed, cut into pieces), 2 tbsps oyster sauce, 1 tbsp dark soy sauce, 1 tbsp coconut palm sugar (or sugar), 250 ml mushroom soaking water (or plain water)","350 g potatoes (cut into chunk), 150 ml cooking oil, 50 g garlic (finely chopped), 150 g shallot (finely chopped), 60 g onion (finely chopped), 40 g bean paste/taucu (minced), 600 g chicken (cut into pieces), 50 g mushroom (soaked, squeezed, cut into pieces), 2 tbsps oyster sauce, 1 tbsp dark soy sauce, 1 tbsp coconut palm sugar (or sugar), 250 ml mushroom soaking water (or plain water), filipino"
"Easy Claypot Chicken Rice Recipe Steps: 1) Add seasoning to chicken and mushroom, mix well and marinate for 20 minutes. 2) Add shallot to 200 ml of cooking oil, cook over medium heat until crispy, drain off the oil. 3) Cook lap cheong over medium-low heat until fragrant, then cut into slices. 4) Heat 3 tbsps of cooking oil, add in old ginger and garlic, cook until fragrant. 5) Add in marinated chicken and mushroom, cook until fragrant. 6) Mix together seasoning for white rice, add to white rice and cook until it has dried up. 7) Transfer the rice to rice cooker, add in 850 ml water (with mushroom soaking water), select “White Rice” setting. 8) When the water in the rice starts to dry up (not fully cooked), add in chicken, mushroom, lap cheong and pandan leaves, continue cooking until it is done. 9) When the rice is cooked, mix in chopped spring onion, let it stands for another 5 minutes before serving. 10) Top the claypot chicken rice with some fried shallot before serving. Ingredients: 700 g chicken meat (cut into pieces), 25 g mushroom (soaked & sliced), 100 g shallot (sliced), 2 sticks Chinese sausage (lap cheong), 25 g old ginger (thinly sliced), 40 g garlic (chopped), 450 g white rice (rinsed and drained), 850 ml water (with mushroom soaking water), 3 pcs pandan leaves, 25 g spring onion (chopped), ½ tsp ground whiter pepper, ½ tsp fine salt, 1 tsp fine sugar, 2 tsps oyster sauce, 1½ tsps dark soy sauce, ¼ tsp sesame oil, ½ tsp cornstarch, 1 tsp salt, 2 tsps dark soy sauce, 1 tsp oyster sauce, 100 ml water","700 g chicken meat (cut into pieces), 25 g mushroom (soaked & sliced), 100 g shallot (sliced), 2 sticks Chinese sausage (lap cheong), 25 g old ginger (thinly sliced), 40 g garlic (chopped), 450 g white rice (rinsed and drained), 850 ml water (with mushroom soaking water), 3 pcs pandan leaves, 25 g spring onion (chopped), ½ tsp ground whiter pepper, ½ tsp fine salt, 1 tsp fine sugar, 2 tsps oyster sauce, 1½ tsps dark soy sauce, ¼ tsp sesame oil, ½ tsp cornstarch, 1 tsp salt, 2 tsps dark soy sauce, 1 tsp oyster sauce, 100 ml water, chinese"
"Asam Pedas Recipe (Nyonya Style) Steps: 1) Vietnamese cilantro (Persicaria odorata) or commonly known as Laksa leaf(Daun Kesum) in Malaysia and Singapore. This herb is often used in Southeast Asia cooking. 2) Trick for choosing younger Okra (ladies’ fingers) is to use your finger to feel the tip. Those with softer tips will be the youngest pods. Young okras are more tender with better texture. Add vegetables such as long bean, eggplant if you prefer. 3) Mix tamarind paste with some water and set aside. 4) Cut, rinse and drain dried chillies. 5) Combine shallot, garlic, onion, lemongrass, dried shrimp, turmeric powder and dried chillies in a blender, add in some water and process into paste, stir in between. 6) Add in 4 tbsps of cooking oil, heat paste over medium heat, continue stirring. Cook for 10-15 minutes until the oil separate out and the paste starts to have fragrance. 7) Add in fish, 800ml water, ladies’ fingers, tomato, sprig of laksa leaf. Bring to the boil again, reduce to low heat and cook for 8 minutes or until fish is fully cooked. Reduce amount of water if you prefer thicker gravy. 8) Add in salt, sugar, lime juice and juice from tamarind paste. Adjust sourness taste to your liking. 9) Turn off heat and let the asam pedas sit for 5 minutes before serving. Ingredients: 400 g fish (Spanish Mackerel, Stingray, or Pomfret), 6 okra (ladies’ fingers), 2 tomatoes, 20 dried chillies (~ 25g), 4 shallots (~ 35g), 3 garlic cloves (~ 10g), 1 onion (~ 55g), 1 stalk lemongrass, 1 tbsp dried shrimp, ½ tsp turmeric powder (or 3-cm piece of fresh turmeric root), 1 lime (Extract juice), 3 tbsps Asam Jawa (Tamarind paste (soak in some water to extract the flavor)), 2 sprig Vietnamese cilantro (daun kesum, laksa leaf), 4 tbsps cooking oil, 800 ml water, 1½ tsp salt (adjust to your liking), 2 tsp sugar (adjust to your liking)","400 g fish (Spanish Mackerel, Stingray, or Pomfret), 6 okra (ladies’ fingers), 2 tomatoes, 20 dried chillies (~ 25g), 4 shallots (~ 35g), 3 garlic cloves (~ 10g), 1 onion (~ 55g), 1 stalk lemongrass, 1 tbsp dried shrimp, ½ tsp turmeric powder (or 3-cm piece of fresh turmeric root), 1 lime (Extract juice), 3 tbsps Asam Jawa (Tamarind paste (soak in some water to extract the flavor)), 2 sprig Vietnamese cilantro (daun kesum, laksa leaf), 4 tbsps cooking oil, 800 ml water, 1½ tsp salt (adjust to your liking), 2 tsp sugar (adjust to your liking), vietnamese"
"Singapore Chilli Crabs Steps: 1) Pound garlic and chilli. 2) Heat the oil in a wok, and fry the garlic and chilli till fragrant. 3) Add in crab and stir-fry for a minute or two. 4) Mix the tomato ketchup, salt, sugar, soya bean paste, water and corn flour to make the sauce. 5) Add the sauce mixture to the crabs, and stir well for two minutes. 6) Cover the wok and simmer over high heat for five to seven minutes till the crab shell turns bright red. 7) Remove cover, and add in the lime juice. 8) Garnish with cilantro leaves and chilli slices. Ingredients: 1 lb crab, 8 fresh red chilies, 7 garlic cloves, 3 tablespoons cooking oil, cilantro, for garnishing, 3 tablespoons tomato ketchup, 1 tablespoon sugar, to taste, salt, according to taste, 1 tablespoon soybean paste, 1 cup water, 1 tablespoon cornflour, 1 teaspoon lime juice","1 lb crab, 8 fresh red chilies, 7 garlic cloves, 3 tablespoons cooking oil, cilantro, for garnishing, 3 tablespoons tomato ketchup, 1 tablespoon sugar, to taste, salt, according to taste, 1 tablespoon soybean paste, 1 cup water, 1 tablespoon cornflour, 1 teaspoon lime juice, mexican"
"Spinach Noodles Recipe (Healthy Homemade Noodles) Steps: 1) Making fresh noodles at home is easier and much more efficient with a noodle maker, no kneading is needed. 2) Wash and clean spinach, bring a pot of water to boil, and cook the spinach for 2 minutes until slightly wilted and tender. 3) Drain the cooked spinach, rinse off in cold water to stop the cooking, squeeze out any excess water with hand. Try to get rid of as much water as possible. 4) Add in 50g water, ½ tsp salt and ¼ tsp baking soda, puree using immersion blender or food processor until fine. 5) Mix pureed spinach with flour to form dry stiff dough. 6) Use a hand-crank noodle maker to roll out the stiff dough into thick sheet. Use widest setting, fold the dough over and roll again, repeat the process few times until the dough start to come together. I alternate between 7 and 5 setting on the machine, 7 being widest setting. 7) Repeat the process as many times as you wish until a smooth and even color dough is formed. 8) Cover and rest the dough sheet for 15 minutes. 9) After resting the dough for 15 minutes, feed the dough to the machine and roll into desired thickness depending on personal preferences and type of noodles being make. 10) Cut noodles into shape using the noodle maker attachment. 11) If you are not cooking the fresh noodles immediately, air dried for 10-30 minutes and store in refrigerator for later use. Keep frozen for up to 3 months, refrigerate for 3-5 days or sun dried and keep in airtight container at room temperature for 1-3 months. 12) Cook fresh noodles for 3-4 minutes, drain and rinse with cold water, add in broth/soup or stir in noodle sauce. Dried noodles require longer time to cook, add 2-3 minutes of additional cooking time. Cooking time may vary depend on the thickness and how you cut your noodles. 13) Stir frying: Boil the noodles until it is slightly undercook but firm to bite, drain and rinse with cold water to stop the cooking, toss it with some oil and set aside for stir-fry. Ingredients: 200 g all-purpose flour, 50 g spinach, 50 g water, ½ tsp salt, ¼ tsp baking soda","200 g all-purpose flour, 50 g spinach, 50 g water, ½ tsp salt, ¼ tsp baking soda, indian"
"Singapore Noodles Steps: 1) Soak mushrooms in hot water about 15 minutes. 2) Slice caps thinly discard stems. 3) Soak rice noodles 10 minutes in very hot water to cover. 4) Drain noodles well and spread on a kitchen towel to dry. 5) Combine broth, soy sauce, chili paste,salt and sugar,set aside. 6) In a small saucepan, sauté garlic and curry powder in 1 tablespoons of the oil over medium heat for 20 seconds. 7) Add broth mixture and simmer, covered, for 5 minutes. Add oyster sauce; set aside. 8) In a large sauté pan or wok, heat another 1 tbs oil over high heat. 9) Add remaining garlic and ginger, fry until garlic starts to turn golden. 10) Add celery, onion, pepper, scallion, shiitakes and sprouts; stir-fry for a few minutes. 11) Remove vegetables from pan and set aside. 12) Heat the remaining 1 tablespoons of oil over high heat. 13) Stir-fry shrimp until barely cooked 1 or 2 minutes. 14) Add pork; toss well. 15) Add noodles, vegetables, and sauce mixture. Mix thoroughly to coat noodles with the sauce. 16) Serve. Ingredients: 4 dried shiitake mushrooms, 6 ounces rice vermicelli, 3 tablespoons vegetable oil, 4 teaspoons hot curry powder, 2 garlic cloves, minced, divided, 1/2 cup chicken broth, 2 tablespoons soy sauce, 1 teaspoon chili paste, 2 teaspoons sugar, 1/2 teaspoon kosher salt, 1 1/2 tablespoons oyster sauce, 1 tablespoon minced ginger, 1/2 cup very thinly sliced celery, 1/2 cup thinly sliced onion, 1/2 cup very thinly sliced bell pepper, 1 cup bean sprouts, rinsed and drained, 4 scallions, sliced into 2-inch pieces, 1/2 lb raw small shrimp, 6 ounces Chinese barbecue pork, in 2-inch slivers","4 dried shiitake mushrooms, 6 ounces rice vermicelli, 3 tablespoons vegetable oil, 4 teaspoons hot curry powder, 2 garlic cloves, minced, divided, 1/2 cup chicken broth, 2 tablespoons soy sauce, 1 teaspoon chili paste, 2 teaspoons sugar, 1/2 teaspoon kosher salt, 1 1/2 tablespoons oyster sauce, 1 tablespoon minced ginger, 1/2 cup very thinly sliced celery, 1/2 cup thinly sliced onion, 1/2 cup very thinly sliced bell pepper, 1 cup bean sprouts, rinsed and drained, 4 scallions, sliced into 2-inch pieces, 1/2 lb raw small shrimp, 6 ounces Chinese barbecue pork, in 2-inch slivers, chinese"
"Szechuan Chicken Skewers With Singapore Cole Slaw Steps: 1) prep time does not include marinating time. 2) For the chicken. 3) In a large bowl, storage container or Ziploc bag combine all the marinade ingredients, add chicken and refrigerate for several hours or overnight. 4) Thread chicken onto water soaked wooden skewers or metal skewers. Reserve marinade. 5) To cook, either grill on BBQ or under the grill about 4-6 inches from heat for 8-10 Min's a side or until chicken is cooked through . Baste several times with reserved marinade. 6) For the Singapore slaw. 7) Combine lime juice, sugar, soy sauce, chili sauce, curry powder and honey in a jar, shake to combine. Place jar in fridge for several hours or overnight. 8) Combine both cabbages, carrots and peppers in a large bowl. Pour dressing over and toss. You may not need to use all the dressing (don't drown it). 9) To serve, place slaw on a plate and top with skewers. Ingredients: 1 kg chicken breast, cut into 1 inch pieces, 3 tablespoons hoisin sauce (I use Blue Dragon brand, you can buy hoisin in most supermarkets or Asian grocery stores.), 2 teaspoons ketchup, 2 garlic cloves, 2 teaspoons soy sauce, 1 1/2 teaspoons Chinese chili sauce, 1 tablespoon rice wine vinegar, 2 tablespoons sherry wine, 1 1/2 teaspoons sesame oil, 2 cups green cabbage, sliced thinly, 2 cups red cabbage, sliced thinly, 1 cup carrot, shredded, 1 small red pepper, sliced thinly, 3 tablespoons lime juice, 2 teaspoons sugar, 3 tablespoons soy sauce, 1 1/2 teaspoons chinese chile sauce with garlic, 3/4 tablespoon curry powder, 2 1/2 tablespoons honey","1 kg chicken breast, cut into 1 inch pieces, 3 tablespoons hoisin sauce (I use Blue Dragon brand, you can buy hoisin in most supermarkets or Asian grocery stores.), 2 teaspoons ketchup, 2 garlic cloves, 2 teaspoons soy sauce, 1 1/2 teaspoons Chinese chili sauce, 1 tablespoon rice wine vinegar, 2 tablespoons sherry wine, 1 1/2 teaspoons sesame oil, 2 cups green cabbage, sliced thinly, 2 cups red cabbage, sliced thinly, 1 cup carrot, shredded, 1 small red pepper, sliced thinly, 3 tablespoons lime juice, 2 teaspoons sugar, 3 tablespoons soy sauce, 1 1/2 teaspoons chinese chile sauce with garlic, 3/4 tablespoon curry powder, 2 1/2 tablespoons honey, chinese"
"Lotus Root Peanut Soup With Pork Ribs Steps: 1) Soak raw peanuts overnight help softens them. Wash and clean lotus root, remove the skin with a peeler, cut into thin slices. Wash dried cuttlefish and cut into small pieces. 2) Wash wolfberry and set aside to soak. 3) Blanch and rinse pork ribs, this helps to remove excess fat and give you a clearer soup. 4) Bring 2.5 liter of water to the boil, add in all ingredients except wolfberry. Bring the soup to the boil and turn to low heat, simmer for 2.5 hours. 5) Remove excess oil from soup using a fine mesh oil skimmer. 6) Add in soaked wolfberry and cook for another 15 minutes. 7) Add in 2 tsp of salt or to taste shortly before taking the soup off stove. 8) Serve hot and enjoy. Ingredients: 150 g raw peanuts (soak overnight), 350 g lotus root (sliced), 500 g pork ribs (wash and blanch), 10 red dates (jujube), 15 g goji berry or wolfberry (wash and soak), 15 g dried cuttlefish (optional), 2.5 liter water, 2 tsp salt","150 g raw peanuts (soak overnight), 350 g lotus root (sliced), 500 g pork ribs (wash and blanch), 10 red dates (jujube), 15 g goji berry or wolfberry (wash and soak), 15 g dried cuttlefish (optional), 2.5 liter water, 2 tsp salt, chinese"
